ID,Name,Sex,Age,LastPrimary,Latitude,Longitude,Education,HHIncome,ReligiousAffil,Support24,TopIssue,RRPetition
289,Voter 289,F,57,NR,41.05819,-73.58445,Some College,50k-100k,Catholic,R,NR,NS
290,Voter 290,M,57,R,40.99502,-73.65611,HS,50k-100k,Protestant,D,NR,NS
291,Voter 291,F,63,NR,41.02017,-73.65514,HS,50k-100k,Protestant,D,NR,NS
292,Voter 292,F,64,R,41.01711,-73.65455,HS,50k-100k,Protestant,R,RFree,NS
293,Voter 293,M,65,NR,41.04524,-73.61555,HS,50k-100k,Protestant,D,NR,NS
294,Voter 294,F,72,NR,41.04269,-73.62212,HS,50k-100k,Protestant,R,Crime,NS
295,Voter 295,M,77,NR,41.04524,-73.61083,HS,50k-100k,Protestant,R,RFree,NS
296,Voter 296,M,87,NR,41.05429,-73.58863,HS,50k-100k,Protestant,R,RFree,NS
297,Voter 297,F,87,R,41.02683,-73.62729,HS,50k-100k,Protestant,R,NR,NS
298,Voter 298,F,92,R,41.05352,-73.58766,HS,50k-100k,Protestant,R,NR,NS
299,Voter 299,M,92,NR,41.06715,-73.45137,NR,50k-100k,Protestant,R,NR,NS
300,Voter 300,F,93,R,41.05298,-73.58886,NR,50k-100k,Protestant,D,NR,NS
301,Voter 301,M,32,NR,41.02751,-73.62032,Bachelor,50k-100k,Protestant,D,NR,NS
302,Voter 302,F,32,NR,41.03522,-73.61769,NR,50k-100k,Protestant,D,NR,Signed
303,Voter 303,F,34,NR,41.02268,-73.56594,HS,50k-100k,Protestant,R,Parents,NS
304,Voter 304,M,34,NR,41.01628,-73.64024,HS,50k-100k,Protestant,R,Parents,NS
305,Voter 305,F,37,NR,41.01947,-73.65825,HS,100k-200k,Protestant,D,Womens,Signed
306,Voter 306,F,40,R,41.04342,-73.62528,HS,50k-100k,Protestant,R,NR,NS
307,Voter 307,M,41,NR,41.01535,-73.58834,HS,50k-100k,Protestant,D,RFree,NS
308,Voter 308,F,41,NR,41.04805,-73.56711,NR,50k-100k,Protestant,R,NR,NR
309,Voter 309,F,41,NR,41.03356,-73.62269,HS,50k-100k,Protestant,R,NR,NS
310,Voter 310,M,41,NR,41.06218,-73.62892,HS,50k-100k,Protestant,R,NR,NS
311,Voter 311,F,42,NR,41.07595,-73.59829,NR,50k-100k,NR,D,NR,NS
312,Voter 312,M,42,NR,41.01882,-73.56264,HS,50k-100k,NR,R,NR,NS
313,Voter 313,M,43,NR,41.03414,-73.57956,HS,Under 50k,Protestant,D,Economy,NS
314,Voter 314,F,43,NR,41.00605,-73.65681,HS,50k-100k,Protestant,R,Economy,NS
315,Voter 315,F,43,NR,41.02545,-73.66068,HS,50k-100k,Protestant,R,NR,Signed
316,Voter 316,F,45,NR,41.04706,-73.56966,HS,50k-100k,Protestant,R,NR,NS
317,Voter 317,F,48,NR,41.02672,-73.61075,HS,50k-100k,Protestant,R,NR,NS
318,Voter 318,M,49,NR,41.05517,-73.68563,Bachelor,50k-100k,Protestant,R,RFree,NS
319,Voter 319,F,49,NR,41.03491,-73.61756,HS,50k-100k,Protestant,R,NR,NS
320,Voter 320,F,50,NR,41.07237,-73.63075,HS,50k-100k,Protestant,R,NR,NS
321,Voter 321,M,52,NR,41.03354,-73.62658,HS,50k-100k,Protestant,R,NR,NS
322,Voter 322,M,53,NR,41.14141,-73.63719,HS,Under 50k,Protestant,R,NR,NS
323,Voter 323,M,54,NR,41.09384,-73.59533,Bachelor,50k-100k,Protestant,R,Crime,NS
324,Voter 324,F,55,NR,41.11272,-73.61632,NR,50k-100k,Protestant,R,RFree,NS
325,Voter 325,F,55,NR,41.05382,-73.61966,HS,50k-100k,Protestant,R,NR,NS
326,Voter 326,F,55,NR,41.03437,-73.59604,HS,50k-100k,Protestant,R,Parents,NS
327,Voter 327,M,56,NR,41.02245,-73.56127,HS,50k-100k,Protestant,R,NR,NS
328,Voter 328,M,56,NR,41.05914,-73.58235,HS,50k-100k,Protestant,R,NR,NS
329,Voter 329,F,57,NR,41.09151,-73.59838,HS,50k-100k,Protestant,R,NR,NS
330,Voter 330,M,57,NR,41.04706,-73.56966,HS,50k-100k,Protestant,R,NR,NS
331,Voter 331,F,59,NR,40.99385,-73.65663,HS,Under 50k,NR,R,NR,NS
332,Voter 332,F,59,NR,41.08225,-73.65494,NR,50k-100k,Protestant,R,Parents,NR
333,Voter 333,F,61,NR,41.02974,-73.62942,HS,50k-100k,Protestant,R,NR,NS
334,Voter 334,M,61,NR,41.00948,-73.65516,HS,50k-100k,Protestant,R,NR,NS
335,Voter 335,M,62,NR,41.02776,-73.57615,HS,50k-100k,NR,R,Parents,NS
336,Voter 336,F,62,NR,41.03837,-73.57359,Bachelor,50k-100k,Protestant,D,NR,NS
337,Voter 337,M,62,NR,41.05261,-73.56802,NR,50k-100k,Protestant,D,Crime,NS
338,Voter 338,M,63,NR,41.03863,-73.66627,HS,50k-100k,NR,R,NR,NS
339,Voter 339,M,63,NR,41.01904,-73.58474,HS,50k-100k,Protestant,R,NR,NS
340,Voter 340,M,64,NR,41.03561,-73.63083,HS,50k-100k,Protestant,R,RFree,NR
341,Voter 341,F,65,NR,41.00963,-73.65079,HS,50k-100k,Protestant,R,NR,NS
342,Voter 342,M,66,NR,41.06015,-73.63716,HS,50k-100k,Protestant,R,NR,NS
343,Voter 343,F,68,NR,41.02087,-73.65011,Bachelor,Under 50k,Protestant,R,NR,NS
344,Voter 344,F,69,NR,41.01571,-73.65709,HS,50k-100k,Protestant,R,NR,NS
345,Voter 345,M,70,NR,41.02525,-73.56866,HS,50k-100k,Protestant,R,NR,NS
346,Voter 346,M,70,NR,41.01518,-73.65693,HS,50k-100k,Protestant,R,NR,NS
347,Voter 347,M,70,NR,41.20214,-73.22756,HS,50k-100k,Protestant,R,NR,NS
348,Voter 348,F,72,NR,41.03015,-73.66617,HS,50k-100k,Protestant,R,NR,NS
349,Voter 349,F,72,NR,41.06806,-73.64636,Bachelor,50k-100k,Protestant,R,NR,NS
350,Voter 350,M,75,NR,41.01646,-73.63903,HS,50k-100k,Protestant,R,NR,NS
351,Voter 351,F,75,NR,41.03734,-73.57598,NR,50k-100k,Protestant,R,NR,NS
352,Voter 352,M,76,NR,41.03237,-73.56519,HS,50k-100k,Protestant,R,RFree,NS
353,Voter 353,M,77,NR,41.11765,-73.66495,HS,50k-100k,Protestant,R,Crime,NS
354,Voter 354,M,78,NR,41.04264,-73.58035,NR,50k-100k,NR,R,NR,NS
355,Voter 355,F,84,NR,41.01752,-73.65746,HS,50k-100k,Protestant,R,Crime,NS
356,Voter 356,M,85,NR,41.03742,-73.63386,HS,50k-100k,NR,R,Crime,NS
357,Voter 357,M,90,NR,41.05453,-73.64369,HS,50k-100k,Protestant,R,NR,NS
358,Voter 358,F,90,NR,41.01465,-73.64174,HS,50k-100k,Protestant,R,Crime,NS
359,Voter 359,M,91,NR,41.03515,-73.58102,NR,50k-100k,Protestant,R,NR,NS
360,Voter 360,F,92,NR,41.05453,-73.64369,NR,50k-100k,NR,R,Crime,NS
361,Voter 361,M,93,NR,41.03064,-73.56072,HS,50k-100k,NR,D,NR,NS
362,Voter 362,F,94,NR,41.01127,-73.65412,NR,50k-100k,Protestant,R,NR,NS
363,Voter 363,F,96,NR,41.09067,-73.64426,HS,50k-100k,Protestant,D,Crime,NS
364,Voter 364,F,97,NR,41.02083,-73.61586,NR,50k-100k,Protestant,R,NR,NS
365,Voter 365,F,32,NR,41.02525,-73.56866,HS,50k-100k,None,D,NR,NR
366,Voter 366,M,33,NR,41.04805,-73.56712,HS,50k-100k,Protestant,R,NR,NS
367,Voter 367,M,38,NR,41.04117,-73.59118,HS,50k-100k,Protestant,D,NR,NS
368,Voter 368,M,38,NR,41.02127,-73.65677,HS,50k-100k,Protestant,R,RFree,NS
369,Voter 369,M,39,NR,41.03084,-73.58987,HS,50k-100k,Protestant,R,NR,NS
370,Voter 370,M,40,NR,41.07078,-73.62713,NR,Under 50k,Protestant,R,NR,NS
371,Voter 371,M,41,NR,41.03314,-73.62987,HS,50k-100k,Protestant,D,NR,NS
372,Voter 372,M,42,NR,41.02587,-73.63546,Bachelor,50k-100k,Protestant,R,NR,NS
373,Voter 373,F,42,NR,41.03348,-73.62174,NR,50k-100k,Protestant,R,NR,Signed
374,Voter 374,F,43,NR,41.07222,-73.67677,NR,50k-100k,Protestant,D,NR,NS
375,Voter 375,M,45,NR,41.07681,-73.64049,HS,50k-100k,Protestant,R,Parents,NS
376,Voter 376,F,45,NR,41.02646,-73.58259,NR,50k-100k,Protestant,R,NR,NS
377,Voter 377,F,46,R,41.01927,-73.58482,HS,50k-100k,Protestant,R,Economy,NS
378,Voter 378,M,51,NR,41.11508,-73.67316,NR,50k-100k,Protestant,R,NR,NS
379,Voter 379,F,53,R,41.05667,-73.57252,Some College,50k-100k,NR,D,NR,NS
380,Voter 380,F,53,NR,41.09521,-73.65229,HS,50k-100k,Protestant,R,RFree,NS
381,Voter 381,M,53,NR,41.02294,-73.65808,HS,50k-100k,Protestant,R,NR,NS
382,Voter 382,F,55,NR,41.04118,-73.60297,HS,50k-100k,Protestant,R,NR,NS
383,Voter 383,F,55,NR,41.04706,-73.56966,HS,50k-100k,Protestant,R,Crime,NS
384,Voter 384,M,56,NR,41.05933,-73.58418,NR,50k-100k,Protestant,R,NR,NS
385,Voter 385,F,58,NR,41.04097,-73.59885,HS,50k-100k,Protestant,R,NR,NS
386,Voter 386,M,61,NR,41.03479,-73.63659,HS,50k-100k,Protestant,R,NR,NS
387,Voter 387,M,61,NR,41.04706,-73.56966,HS,50k-100k,Protestant,R,Crime,NS
388,Voter 388,F,63,R,41.04258,-73.58532,HS,50k-100k,Protestant,R,RFree,NS
389,Voter 389,F,65,NR,41.03659,-73.58031,NR,50k-100k,Protestant,R,NR,NS
390,Voter 390,M,67,NR,41.04714,-73.58085,HS,50k-100k,Protestant,R,NR,NS
391,Voter 391,M,67,NR,41.03082,-73.58963,NR,50k-100k,Protestant,R,RFree,NR
392,Voter 392,F,68,NR,41.03145,-73.62017,HS,50k-100k,NR,R,NR,NS
393,Voter 393,M,68,NR,41.04805,-73.56712,HS,50k-100k,Protestant,R,NR,NS
394,Voter 394,F,68,NR,41.05403,-73.57727,HS,50k-100k,Protestant,R,Crime,NS
395,Voter 395,F,69,NR,41.02687,-73.58065,Bachelor,50k-100k,Protestant,R,NR,NS
396,Voter 396,M,70,NR,41.03641,-73.61252,NR,50k-100k,Protestant,R,NR,NS
397,Voter 397,F,70,NR,41.03372,-73.58952,HS,50k-100k,Protestant,R,NR,NS
398,Voter 398,F,70,NR,41.00825,-73.65156,HS,50k-100k,Protestant,R,Parents,NS
399,Voter 399,M,70,NR,41.04706,-73.56966,HS,50k-100k,Protestant,R,NR,NS
400,Voter 400,M,70,R,41.04987,-73.57883,HS,50k-100k,Protestant,R,Crime,NS
401,Voter 401,M,73,NR,41.03167,-73.62238,HS,50k-100k,Protestant,R,NR,NS
402,Voter 402,M,76,NR,41.04486,-73.59036,HS,50k-100k,Protestant,D,Crime,NS
403,Voter 403,F,76,NR,41.00889,-73.65345,HS,50k-100k,Protestant,R,NR,NS
404,Voter 404,M,76,R,41.02354,-73.63325,HS,50k-100k,Protestant,R,RFree,NS
405,Voter 405,F,81,NR,41.03096,-73.59776,HS,50k-100k,NR,R,NR,NS
406,Voter 406,F,81,NR,41.02435,-73.66095,HS,50k-100k,Protestant,R,NR,NS
407,Voter 407,M,85,NR,41.05432,-73.57936,HS,50k-100k,Protestant,R,NR,NS
408,Voter 408,F,86,R,41.02423,-73.62194,HS,50k-100k,Protestant,R,RFree,NS
409,Voter 409,F,87,NR,41.02423,-73.62194,HS,50k-100k,Protestant,R,Crime,NS
410,Voter 410,M,88,R,41.05997,-73.57285,HS,50k-100k,Protestant,R,RFree,NS
411,Voter 411,M,91,NR,41.04247,-73.57147,HS,50k-100k,Protestant,R,NR,NS
412,Voter 412,F,99,NR,41.05755,-73.58118,HS,50k-100k,Protestant,R,NR,NS
413,Voter 413,F,101,NR,41.01859,-73.56542,HS,50k-100k,Protestant,R,NR,NS
414,Voter 414,M,32,NR,41.03812,-73.56865,HS,50k-100k,Protestant,D,Crime,NS
415,Voter 415,M,34,NR,41.04706,-73.56966,HS,100k-200k,Protestant,D,Womens,Signed
416,Voter 416,M,35,R,41.02567,-73.56012,NR,50k-100k,Protestant,R,NR,NS
417,Voter 417,F,38,NR,41.01066,-73.62805,NR,50k-100k,Protestant,R,NR,NS
418,Voter 418,F,38,NR,41.01137,-73.62827,HS,50k-100k,NR,R,Parents,NS
419,Voter 419,F,39,NR,41.01395,-73.65489,HS,50k-100k,Protestant,D,NR,NS
420,Voter 420,M,40,NR,41.04397,-73.58286,HS,50k-100k,Protestant,R,NR,NS
421,Voter 421,M,40,NR,41.05262,-73.61692,HS,50k-100k,Protestant,R,NR,NS
422,Voter 422,F,42,NR,41.03532,-73.56373,HS,50k-100k,Protestant,R,NR,NS
423,Voter 423,M,43,NR,41.01649,-73.58591,HS,50k-100k,Protestant,R,Crime,NS
424,Voter 424,F,45,NR,41.04725,-73.60659,NR,50k-100k,Protestant,R,RFree,NR
425,Voter 425,M,46,NR,41.02647,-73.61289,HS,50k-100k,Protestant,D,NR,NS
426,Voter 426,F,46,NR,41.02798,-73.61839,HS,50k-100k,Protestant,R,NR,NS
427,Voter 427,M,47,NR,41.07485,-73.62488,HS,50k-100k,NR,R,NR,NS
428,Voter 428,M,47,NR,41.01776,-73.63953,HS,50k-100k,Protestant,R,NR,NS
429,Voter 429,F,47,NR,41.04397,-73.58286,HS,100k-200k,Protestant,D,Womens,Signed
430,Voter 430,M,51,NR,41.09969,-73.64041,HS,50k-100k,Protestant,D,NR,NS
431,Voter 431,F,51,NR,41.05303,-73.58666,HS,50k-100k,Protestant,R,NR,NS
432,Voter 432,M,51,R,41.01424,-73.56962,HS,50k-100k,Protestant,R,NR,NS
433,Voter 433,F,52,NR,41.05319,-73.58158,HS,50k-100k,Protestant,D,NR,Signed
434,Voter 434,M,53,NR,41.02987,-73.57511,HS,50k-100k,Protestant,R,NR,NR
435,Voter 435,M,54,NR,41.01883,-73.55809,HS,50k-100k,Protestant,D,NR,NS
436,Voter 436,M,55,NR,41.06238,-73.59353,HS,50k-100k,Protestant,R,Parents,NS
437,Voter 437,M,56,NR,41.00544,-73.63813,HS,50k-100k,Protestant,R,RFree,NS
438,Voter 438,M,58,NR,41.03701,-73.59645,NR,Under 50k,Protestant,R,NR,NS
439,Voter 439,F,60,NR,41.01799,-73.63935,HS,50k-100k,Protestant,R,NR,NS
440,Voter 440,F,62,NR,41.03837,-73.57359,NR,50k-100k,Protestant,R,NR,NS
441,Voter 441,M,64,NR,41.01672,-73.65039,NR,50k-100k,Protestant,R,NR,NS
442,Voter 442,F,65,NR,41.01649,-73.65235,HS,50k-100k,Protestant,R,Crime,NS
443,Voter 443,M,66,NR,41.09338,-73.60671,HS,50k-100k,Protestant,R,NR,NS
444,Voter 444,M,66,NR,41.06853,-73.60489,HS,50k-100k,Protestant,R,NR,NS
445,Voter 445,M,69,NR,41.01509,-73.56615,NR,50k-100k,Protestant,R,NR,NS
446,Voter 446,M,70,NR,41.05735,-73.62598,HS,50k-100k,NR,R,NR,NS
447,Voter 447,F,71,NR,41.03785,-73.57608,HS,50k-100k,Protestant,R,NR,NS
448,Voter 448,F,71,NR,41.05444,-73.59023,HS,50k-100k,Protestant,R,NR,NS
449,Voter 449,F,71,NR,41.03321,-73.57359,HS,50k-100k,Protestant,R,NR,NS
450,Voter 450,M,71,NR,41.04423,-73.58553,HS,50k-100k,Protestant,R,Crime,NS
451,Voter 451,M,75,NR,41.04038,-73.57429,HS,50k-100k,Protestant,R,NR,NS
452,Voter 452,F,77,NR,41.09384,-73.71418,HS,50k-100k,Protestant,R,NR,NS
453,Voter 453,M,78,NR,41.07014,-73.62909,NR,50k-100k,NR,R,NR,NS
454,Voter 454,M,78,NR,41.05155,-73.58305,HS,50k-100k,NR,D,Womens,Signed
455,Voter 455,M,79,NR,41.11443,-73.66397,Bachelor,50k-100k,Protestant,R,RFree,NS
456,Voter 456,M,80,NR,41.02919,-73.60695,HS,50k-100k,Protestant,R,NR,NS
457,Voter 457,F,81,NR,41.02316,-73.61965,Bachelor,50k-100k,Protestant,R,Crime,NS
458,Voter 458,F,83,NR,41.03073,-73.62812,HS,50k-100k,Protestant,R,NR,NS
459,Voter 459,F,85,NR,41.03489,-73.66831,HS,50k-100k,Protestant,R,NR,NS
460,Voter 460,M,89,NR,41.03532,-73.56373,NR,Under 50k,Protestant,R,RFree,NS
461,Voter 461,M,94,NR,41.03532,-73.56373,NR,50k-100k,Protestant,R,NR,NS
462,Voter 462,F,99,NR,41.01832,-73.63708,NR,50k-100k,Protestant,R,RFree,NS
463,Voter 463,M,33,NR,41.03641,-73.61252,HS,50k-100k,Protestant,R,Crime,NR
464,Voter 464,M,34,NR,41.05423,-73.60342,HS,50k-100k,None,R,NR,NR
465,Voter 465,M,35,NR,40.99461,-73.65519,Bachelor,50k-100k,None,D,NR,Signed
466,Voter 466,F,36,NR,41.02508,-73.56362,HS,50k-100k,Protestant,R,NR,NS
467,Voter 467,M,37,NR,41.06613,-73.59555,NR,50k-100k,Protestant,R,NR,NS
468,Voter 468,M,38,NR,41.06888,-73.61014,HS,50k-100k,Protestant,R,NR,NS
469,Voter 469,F,39,NR,41.04521,-73.59739,HS,100k-200k,Protestant,D,Womens,Signed
470,Voter 470,M,42,NR,41.07914,-73.68393,HS,50k-100k,Protestant,R,Economy,NR
471,Voter 471,F,46,NR,41.08712,-73.62984,HS,Under 50k,NR,R,NR,NS
472,Voter 472,M,46,NR,41.03182,-73.56628,HS,50k-100k,Protestant,R,NR,NS
473,Voter 473,M,46,NR,41.04805,-73.56712,HS,50k-100k,Protestant,R,NR,NS
474,Voter 474,M,46,NR,41.05654,-73.64784,NR,50k-100k,Protestant,R,NR,NS
475,Voter 475,M,48,NR,41.01028,-73.65142,HS,50k-100k,Protestant,R,NR,NS
476,Voter 476,F,48,NR,41.02689,-73.56744,HS,50k-100k,Protestant,R,NR,Signed
477,Voter 477,F,49,NR,41.05764,-73.58103,Bachelor,50k-100k,Protestant,R,NR,NS
478,Voter 478,M,50,NR,41.01651,-73.63144,HS,50k-100k,Protestant,R,Economy,NS
479,Voter 479,M,51,NR,41.03567,-73.62488,HS,50k-100k,Protestant,R,NR,NR
480,Voter 480,F,51,R,41.04521,-73.59739,HS,50k-100k,Protestant,R,NR,Signed
481,Voter 481,F,52,R,41.01628,-73.64024,HS,50k-100k,Protestant,R,NR,NS
482,Voter 482,F,53,NR,41.05385,-73.57133,HS,50k-100k,Protestant,R,NR,NS
483,Voter 483,M,54,NR,41.03701,-73.59645,NR,50k-100k,Protestant,D,NR,NS
484,Voter 484,F,54,R,41.02411,-73.62333,HS,50k-100k,Protestant,R,NR,NS
485,Voter 485,F,55,NR,41.02361,-73.61687,HS,50k-100k,Protestant,D,Economy,NS
486,Voter 486,F,55,NR,41.05471,-73.57289,HS,50k-100k,Protestant,D,NR,NS
487,Voter 487,F,57,NR,41.03334,-73.62785,NR,50k-100k,Protestant,R,NR,NS
488,Voter 488,M,58,NR,41.04805,-73.56711,NR,50k-100k,Protestant,R,Parents,NR
489,Voter 489,F,59,NR,41.01021,-73.63247,HS,50k-100k,Protestant,R,RFree,NS
490,Voter 490,F,60,NR,41.03687,-73.63187,HS,50k-100k,Protestant,D,NR,NS
491,Voter 491,M,60,NR,41.04514,-73.59409,HS,50k-100k,Protestant,R,Parents,NS
492,Voter 492,M,61,NR,41.03282,-73.60413,HS,50k-100k,Protestant,R,NR,NS
493,Voter 493,F,61,NR,41.01646,-73.63903,NR,50k-100k,Protestant,R,NR,NS
494,Voter 494,M,65,NR,41.02998,-73.62459,HS,50k-100k,Protestant,R,NR,NS
495,Voter 495,M,66,NR,41.05408,-73.66832,HS,50k-100k,NR,R,NR,NS
496,Voter 496,M,71,NR,41.11113,-73.70198,NR,50k-100k,Catholic,R,NR,NR
497,Voter 497,M,71,NR,41.06682,-73.63231,HS,50k-100k,Protestant,R,NR,NS
498,Voter 498,M,73,NR,41.02709,-73.55913,HS,50k-100k,Protestant,R,NR,NS
499,Voter 499,F,74,R,41.03315,-73.62227,HS,50k-100k,Protestant,R,RFree,NS
500,Voter 500,F,75,NR,41.03491,-73.61756,HS,50k-100k,Protestant,D,Crime,NS
501,Voter 501,M,75,R,41.03532,-73.56373,HS,50k-100k,Protestant,R,NR,NS
502,Voter 502,F,82,NR,41.08839,-73.67823,NR,50k-100k,Protestant,D,NR,NS
503,Voter 503,F,86,NR,41.01904,-73.58474,NR,50k-100k,Protestant,R,NR,NS
504,Voter 504,F,88,NR,41.04308,-73.59043,HS,50k-100k,Protestant,R,Crime,NS
505,Voter 505,F,92,NR,41.02336,-73.62505,HS,50k-100k,Protestant,R,NR,NS
506,Voter 506,F,99,NR,41.09667,-73.60857,HS,50k-100k,NR,R,NR,NS
507,Voter 507,F,31,NR,41.03186,-73.64646,HS,50k-100k,None,D,NR,NS
508,Voter 508,F,33,NR,41.02363,-73.62196,HS,50k-100k,Protestant,D,NR,Signed
509,Voter 509,F,33,NR,41.03876,-73.62914,HS,50k-100k,Protestant,R,NR,Signed
510,Voter 510,M,36,NR,41.02886,-73.60694,NR,50k-100k,None,R,NR,NS
511,Voter 511,F,37,NR,41.06222,-73.63104,HS,50k-100k,NR,R,NR,NS
512,Voter 512,M,37,NR,41.13896,-73.63607,HS,Under 50k,Protestant,R,NR,NS
513,Voter 513,M,37,NR,41.03489,-73.66831,HS,50k-100k,Protestant,R,NR,NS
514,Voter 514,F,37,NR,41.01028,-73.65142,HS,50k-100k,Protestant,R,NR,Signed
515,Voter 515,M,38,NR,41.03291,-73.63658,Bachelor,200k-300k,Protestant,R,NR,NR
516,Voter 516,F,38,NR,41.01859,-73.63859,HS,50k-100k,Protestant,R,Crime,Signed
517,Voter 517,F,40,NR,41.03326,-73.66816,HS,50k-100k,NR,R,Environment,NS
518,Voter 518,M,40,NR,41.03204,-73.62754,NR,50k-100k,Protestant,R,RFree,NS
519,Voter 519,M,41,NR,41.08329,-73.62332,HS,50k-100k,Protestant,R,NR,NS
520,Voter 520,M,43,NR,41.05208,-73.60745,HS,50k-100k,Protestant,R,NR,NS
521,Voter 521,F,43,NR,41.05504,-73.60415,NR,50k-100k,Protestant,R,NR,Signed
522,Voter 522,M,44,NR,41.00433,-73.65764,HS,50k-100k,Protestant,D,NR,NS
523,Voter 523,F,45,NR,41.04581,-73.59898,NR,50k-100k,Protestant,R,NR,NS
524,Voter 524,F,46,NR,41.03532,-73.56373,HS,50k-100k,NR,R,NR,NS
525,Voter 525,M,46,NR,41.03532,-73.56373,HS,50k-100k,Protestant,R,NR,NS
526,Voter 526,F,48,NR,41.05944,-73.64178,HS,50k-100k,NR,R,NR,NS
527,Voter 527,F,48,NR,41.12774,-73.66098,HS,50k-100k,Protestant,R,NR,NS
528,Voter 528,M,48,NR,41.04842,-73.57883,NR,50k-100k,Protestant,R,NR,Signed
529,Voter 529,F,49,NR,41.03029,-73.58758,HS,50k-100k,Protestant,R,NR,NS
530,Voter 530,M,50,NR,41.04265,-73.63938,HS,50k-100k,Protestant,R,NR,NS
531,Voter 531,F,51,NR,41.02477,-73.65574,HS,50k-100k,Protestant,R,NR,NS
532,Voter 532,F,51,NR,41.03703,-73.66793,Bachelor,50k-100k,Protestant,R,NR,Signed
533,Voter 533,F,53,NR,41.02225,-73.58295,HS,50k-100k,Protestant,R,NR,NS
534,Voter 534,M,54,NR,41.01003,-73.63337,HS,50k-100k,Protestant,R,Parents,NS
535,Voter 535,F,54,NR,41.03228,-73.56596,HS,50k-100k,Protestant,R,NR,NS
536,Voter 536,F,55,NR,41.03159,-73.66122,HS,50k-100k,NR,R,NR,NS
537,Voter 537,M,55,NR,41.03531,-73.66331,NR,50k-100k,Protestant,R,Crime,NS
538,Voter 538,F,56,R,41.01841,-73.65472,HS,50k-100k,NR,R,NR,NS
539,Voter 539,M,56,NR,41.03537,-73.59549,HS,50k-100k,Protestant,R,NR,NS
540,Voter 540,M,56,NR,41.03532,-73.56373,HS,50k-100k,Protestant,R,RFree,NS
541,Voter 541,M,58,NR,41.06483,-73.57656,HS,50k-100k,Protestant,R,NR,NS
542,Voter 542,M,58,NR,41.01822,-73.56845,NR,50k-100k,Protestant,R,NR,NS
543,Voter 543,F,59,NR,41.05254,-73.62235,HS,50k-100k,Protestant,R,NR,NS
544,Voter 544,F,61,NR,41.08249,-73.63646,HS,50k-100k,Protestant,R,NR,NS
545,Voter 545,F,62,NR,41.03532,-73.56373,HS,50k-100k,Protestant,R,Parents,NS
546,Voter 546,M,64,R,41.03958,-73.60213,HS,50k-100k,Protestant,R,NR,NR
547,Voter 547,M,65,NR,41.02274,-73.56252,NR,50k-100k,Protestant,R,NR,NS
548,Voter 548,F,68,NR,41.01991,-73.65108,NR,50k-100k,Protestant,R,RFree,NS
549,Voter 549,F,69,NR,41.04017,-73.66411,HS,200k-300k,Protestant,D,NR,NR
550,Voter 550,F,76,NR,41.04609,-73.61862,HS,200k-300k,Protestant,R,NR,NR
551,Voter 551,F,77,NR,41.03285,-73.62603,HS,50k-100k,Protestant,R,NR,NS
552,Voter 552,F,81,NR,41.03532,-73.56373,HS,Under 50k,Protestant,R,NR,NS
553,Voter 553,F,83,NR,41.08619,-73.66696,HS,50k-100k,Protestant,R,NR,NS
554,Voter 554,M,85,NR,41.03161,-73.62015,HS,50k-100k,Protestant,R,NR,NS
555,Voter 555,F,85,R,41.04232,-73.60108,HS,50k-100k,Protestant,R,NR,NS
556,Voter 556,F,86,NR,41.03532,-73.56373,HS,50k-100k,Protestant,R,NR,NS
557,Voter 557,M,87,NR,41.02149,-73.58821,HS,50k-100k,Protestant,R,NR,NS
558,Voter 558,F,88,NR,41.03221,-73.60228,HS,50k-100k,Protestant,D,RFree,NS
559,Voter 559,F,89,NR,41.00941,-73.63648,HS,50k-100k,NR,R,NR,NS
560,Voter 560,M,89,NR,41.08212,-73.62381,HS,50k-100k,Protestant,R,NR,NS
561,Voter 561,M,114,NR,41.02215,-73.58127,HS,50k-100k,Protestant,R,RFree,NS
562,Voter 562,M,33,NR,41.05071,-73.60784,HS,50k-100k,None,R,NR,NS
563,Voter 563,M,33,R,41.02853,-73.65306,HS,50k-100k,Protestant,R,NR,NS
564,Voter 564,M,34,NR,41.04426,-73.58763,HS,50k-100k,None,R,NR,NR
565,Voter 565,M,34,NR,41.05071,-73.60784,HS,50k-100k,Protestant,R,Economy,NS
566,Voter 566,M,35,R,41.02009,-73.58902,HS,50k-100k,Protestant,R,NR,NS
567,Voter 567,M,38,NR,41.04728,-73.58246,HS,50k-100k,Protestant,R,NR,NS
568,Voter 568,M,38,NR,41.06994,-73.66057,HS,50k-100k,Protestant,R,Economy,NS
569,Voter 569,F,38,NR,41.03479,-73.62551,HS,50k-100k,Protestant,R,Economy,Signed
570,Voter 570,F,38,NR,41.00882,-73.65249,NR,50k-100k,Protestant,R,NR,Signed
571,Voter 571,M,39,NR,41.06628,-73.64747,NR,50k-100k,Protestant,R,NR,NS
572,Voter 572,F,40,NR,41.02336,-73.63159,HS,50k-100k,Protestant,R,NR,NS
573,Voter 573,M,44,NR,41.02866,-73.56097,HS,50k-100k,Protestant,R,NR,NS
574,Voter 574,M,44,R,41.13893,-73.63866,HS,50k-100k,Protestant,R,NR,NS
575,Voter 575,F,45,NR,41.05597,-73.57832,HS,50k-100k,Protestant,R,Economy,NS
576,Voter 576,F,45,R,41.02862,-73.65538,HS,50k-100k,Protestant,R,NR,Signed
577,Voter 577,M,46,NR,41.04363,-73.68083,HS,50k-100k,Protestant,R,Economy,NS
